age,annual_income,credit_score,years_customer,prior_claims,region,high_risk
31,165589.37,663,9,2,0,0
30,43477.18,776,13,0,2,0
54,40664.94,850,0,0,2,0
50,37390.87,483,0,0,1,1
47,119190.15,704,10,1,1,0
51,21600.39,685,3,0,2,0
18,58671.9,665,4,1,0,0
56,43492.99,723,13,0,1,0
44,24059.85,691,5,0,1,0
52,32547.7,651,5,0,0,1
44,57438.9,682,6,0,2,1
40,31818.51,724,7,0,0,0
36,55814.11,716,11,0,0,0
44,116375.42,695,1,1,2,0
36,53385.81,633,7,1,1,0
50,23700.32,850,13,1,0,0
20,32099.7,708,18,0,1,0
33,42501.61,740,1,1,0,0
64,41104.89,639,9,0,1,0
32,52891.98,695,7,0,2,0
37,57309.49,694,7,2,1,0
29,116455.44,527,4,0,2,1
44,48929.72,622,11,0,0,0
31,27553.99,621,11,0,1,1
37,87282.31,631,20,0,1,0
50,92181.27,594,1,0,0,0
31,55062.35,683,0,2,2,1
49,43338.77,791,18,0,0,0
49,66921.34,690,7,1,2,0
52,44110.81,585,5,0,0,0
41,17538.36,597,8,0,2,0
78,64973.65,649,1,1,2,1
52,76582.64,566,9,0,2,0
43,100764.72,704,7,1,1,0
29,34017.17,788,13,1,0,0
38,54889.79,633,12,0,0,0
57,55486.76,686,12,0,1,0
60,51158.88,645,8,1,0,0
57,51918.37,629,16,0,0,0
49,49939.52,695,10,0,0,0
24,54495.57,626,5,3,1,1
45,70993.28,615,3,0,1,0
25,90232.39,550,4,0,1,0
22,33584.97,685,10,0,1,0
42,44974.43,765,1,2,1,1
46,39683.71,736,8,1,2,0
50,36944.2,799,3,0,0,0
45,21850.61,626,1,0,1,1
46,49618.11,748,2,0,0,0
28,62296.48,591,7,0,0,0
38,45362.91,736,11,0,0,1
21,48801.73,811,4,2,0,0
18,60428.64,719,0,1,1,0
48,99266.14,812,23,0,1,0
30,39740.17,632,13,0,1,1
50,27287.77,669,12,0,1,0
53,46853.45,606,16,0,0,1
32,125715.99,682,8,2,0,0
47,27434.31,701,7,0,0,0
32,67850.89,682,14,2,0,1
18,87461.73,642,14,0,0,1
41,15021.43,640,11,1,0,0
34,60180.96,707,12,1,0,0
34,66284.1,667,1,2,0,0
63,42887.36,587,6,0,0,0
21,35482.0,528,16,1,0,1
44,36485.45,632,12,0,0,0
28,41594.19,569,0,0,0,0
50,42148.4,613,5,0,0,0
43,38353.9,646,15,1,1,0
44,41264.69,668,10,0,0,1
28,88911.42,626,8,1,0,0
30,26709.79,850,9,0,1,0
51,20444.53,579,7,0,1,1
61,89625.27,776,5,0,1,0
45,44533.24,666,3,1,0,0
29,40371.68,627,13,0,2,0
44,46369.23,727,9,1,0,0
69,54428.24,643,11,2,2,0
41,37721.08,615,10,1,1,0
57,63130.9,823,15,1,0,0
31,30298.96,504,10,0,0,0
39,42154.09,660,12,0,0,0
47,16198.14,695,8,0,1,0
44,88090.38,792,3,0,2,0
30,44889.36,648,6,0,2,1
30,68531.72,850,10,0,2,0
51,62211.01,740,11,0,0,0
54,64531.38,490,15,0,0,1
58,48830.59,563,5,1,1,1
61,59522.74,698,9,1,0,0
41,30313.78,588,7,0,0,0
36,27293.69,723,16,0,0,0
56,46604.25,643,9,1,0,0
48,34895.45,584,9,1,1,0
28,99980.66,602,7,0,0,0
27,59134.64,748,6,0,0,0
45,34260.87,518,0,2,0,1
37,42797.28,763,1,1,1,0
39,52391.69,765,8,2,0,0
52,47382.04,653,8,0,0,0
49,56155.11,567,8,1,0,1
55,50732.77,724,12,0,0,0
18,24457.0,641,8,1,1,0
43,16723.12,558,6,1,0,1
48,40667.95,832,6,2,1,0
21,64876.86,609,9,1,1,0
32,40897.14,562,6,1,0,0
29,90969.73,702,13,0,1,0
40,47884.96,674,7,1,0,0
59,96625.51,798,9,2,1,0
64,87199.31,649,3,4,1,1
30,82920.98,650,13,1,0,0
46,26855.99,706,15,0,1,0
46,49442.73,695,1,1,0,0
44,90344.62,698,10,0,0,0
44,56171.93,701,7,0,0,0
43,64678.23,693,9,0,0,0
60,24490.89,646,10,1,0,0
53,127950.02,746,0,0,0,0
27,33001.65,651,11,0,1,0
49,18084.08,744,13,1,2,0
50,41127.7,791,14,0,2,0
43,14418.37,625,3,0,2,0
53,28493.68,850,7,1,1,0
42,176179.02,622,5,1,1,0
42,40537.37,623,0,0,0,0
41,24007.14,723,4,2,2,0
18,49644.8,715,2,1,0,0
39,31291.39,685,9,0,1,0
31,75528.07,745,0,0,1,0
25,31420.87,700,3,0,2,0
57,56126.7,845,5,0,0,0
46,27624.84,675,11,0,0,0
39,179784.48,611,21,1,0,1
33,63058.1,635,9,0,1,0
43,45581.04,717,2,0,1,0
51,42341.41,718,4,1,0,0
30,37167.87,696,11,0,2,0
39,33508.13,612,1,1,0,1
50,33050.82,768,13,0,2,0
18,113455.32,834,9,1,2,0
39,37186.2,682,7,0,2,0
34,16903.75,824,0,3,1,0
38,27364.89,749,12,0,1,0
33,77953.07,850,4,1,1,0
41,43210.46,717,8,1,1,0
63,45842.15,690,7,2,1,0
36,87983.73,747,0,2,1,0
43,33236.92,645,6,1,0,0
63,67252.46,712,1,0,0,0
33,35103.58,786,4,2,0,0
61,65377.82,745,10,2,1,0
40,40313.12,677,11,0,0,0
61,43443.89,696,7,3,0,0
49,73870.35,740,3,0,1,0
43,71254.44,737,4,0,2,0
39,45129.26,740,4,0,0,0
32,38722.97,707,0,1,2,0
40,109051.31,614,8,1,0,1
50,65819.1,626,0,1,1,0
39,40312.99,716,8,1,2,0
36,35364.29,746,0,0,0,0
36,81834.05,736,1,0,2,0
51,51932.5,625,11,0,1,1
54,45171.58,667,8,1,2,1
31,51921.47,586,0,0,0,0
31,58040.62,568,5,3,0,1
44,47650.83,686,9,0,1,0
58,89486.53,788,4,1,1,0
53,92011.54,687,6,0,1,0
24,63955.58,832,9,0,0,1
36,97475.81,666,8,0,0,0
28,49229.5,682,3,0,0,0
36,69228.33,600,8,0,1,0
59,81001.92,652,6,1,0,0
22,81594.66,584,16,0,1,0
20,77497.39,556,7,0,1,0
30,67211.16,586,8,0,1,0
43,130426.36,686,9,0,0,0
47,37427.17,621,6,1,0,0
45,45360.17,640,4,0,1,0
54,44035.21,712,10,1,0,0
18,40780.79,556,10,1,1,0
54,18135.27,686,18,0,0,0
36,97482.91,747,11,0,1,0
48,29348.0,754,11,1,0,0
24,53364.84,721,11,0,0,0
40,24078.37,675,4,0,0,0
42,66860.11,630,1,1,1,0
53,33100.44,673,2,0,1,0
20,27778.54,812,11,1,1,0
40,54023.36,701,15,0,0,0
26,34531.69,671,11,0,2,0
46,36787.76,725,7,0,0,0
49,53417.56,683,16,0,1,0
55,73130.06,698,5,1,1,0
33,32558.7,660,2,1,2,0
51,29863.84,646,9,0,2,0
56,49599.79,759,14,0,0,0
20,64191.51,523,3,1,2,1
47,101862.34,718,0,2,0,0
51,28690.9,641,8,2,1,1
36,41815.25,527,11,1,0,0
25,88246.83,602,0,0,0,0
51,131471.75,677,12,0,1,0
25,29835.51,688,1,0,2,0
37,33880.47,739,11,1,0,0
39,59311.0,744,0,0,0,0
48,36721.89,556,0,1,1,0
32,33536.31,710,11,0,1,0
31,55394.48,738,14,2,2,0
41,106373.31,697,7,2,0,1
52,25470.06,720,19,3,0,0
67,103690.63,525,2,1,1,1
21,36776.54,600,2,1,0,1
43,58273.11,789,6,2,2,1
26,108599.86,657,6,0,0,1
52,57679.77,850,9,0,0,0
28,42245.56,577,4,0,0,0
31,70198.89,805,10,3,1,0
32,44954.98,631,10,1,0,0
39,63619.51,748,16,0,0,0
43,44252.16,656,5,0,2,0
45,75401.05,689,9,2,1,0
39,24413.32,727,11,0,2,0
24,29532.28,630,7,1,0,1
48,24234.58,744,6,1,0,0
39,47657.02,658,0,1,1,0
53,22816.31,694,8,0,0,0
31,34685.75,468,10,1,2,0
20,28176.56,653,7,2,2,0
39,102727.81,781,4,0,1,0
55,29871.49,735,0,1,2,0
41,25763.84,750,10,0,2,1
37,55501.72,684,8,0,1,0
29,113938.1,814,14,0,0,0
61,46256.92,703,0,1,0,0
27,48080.9,627,5,2,0,0
31,93468.4,748,1,0,1,0
46,76047.59,753,13,0,1,0
18,60639.85,730,14,1,1,0
55,36637.58,647,17,0,1,0
47,61573.01,702,10,1,1,0
50,24825.04,791,11,1,0,0
46,35888.14,718,10,0,1,0
38,100280.98,561,10,0,0,1
27,93994.95,629,8,2,1,0
38,61006.91,625,11,1,0,0
28,18682.14,619,18,1,0,1
45,26792.82,511,9,1,1,0
49,34900.76,831,8,0,0,0
57,44987.97,609,8,1,1,0
44,26233.55,615,7,0,1,0
51,43340.51,524,9,2,0,1
36,118616.11,749,7,1,1,0
34,59899.17,672,13,1,0,0
45,54688.75,651,13,1,1,0
35,29472.78,656,18,0,0,0
43,21601.27,727,7,1,2,0
27,26526.56,641,9,2,1,1
29,21169.26,520,9,0,2,0
47,50894.88,576,8,1,1,0
50,59393.67,572,13,2,0,0
28,30253.13,702,0,0,1,0
48,52783.8,754,10,0,1,0
33,102180.58,797,17,1,1,0
40,130463.49,549,14,1,1,1
57,72056.45,729,14,0,1,0
49,44917.37,630,12,1,1,0
49,70901.87,850,5,2,1,0
62,96365.64,790,4,2,0,0
31,17968.69,816,4,0,1,0
28,102850.78,744,2,0,0,0
31,37335.75,710,12,1,1,0
36,37515.84,647,15,1,0,0
18,41049.59,632,10,2,2,0
37,57528.86,615,12,1,1,1
33,28123.84,729,9,0,0,0
49,42514.18,804,10,0,2,0
44,63744.53,651,0,2,1,1
32,54681.77,622,9,0,1,0
47,59302.53,561,5,2,2,1
48,41689.96,699,7,0,1,0
30,69345.39,778,9,1,0,0
34,83133.92,782,4,0,0,0
18,80677.88,790,2,0,0,0
26,60706.44,713,4,0,0,0
31,78389.58,687,0,1,0,0
40,75775.5,782,2,2,0,0
28,186885.98,591,2,1,1,0
33,90132.27,644,0,0,0,1
25,46893.2,816,10,0,0,0
42,31075.04,594,3,1,1,1
45,43020.41,677,0,2,1,0
44,41527.35,730,5,0,1,0
40,63304.47,686,2,1,0,0
21,34539.95,771,15,1,1,0
32,88973.03,802,8,1,0,0
35,24470.38,718,0,2,0,1
35,21671.16,791,10,3,0,0
40,45818.44,605,8,1,1,1
57,32167.78,667,6,2,0,0
49,26131.14,850,15,1,2,0
28,35648.6,835,3,0,0,0
48,33498.54,577,13,0,0,0
47,49269.83,678,5,1,1,0
30,35945.69,690,7,0,0,0
50,37437.67,713,4,1,2,0
38,48901.69,781,4,1,1,0
23,81399.21,827,5,1,1,0
45,102270.11,682,0,0,2,0
42,52779.8,769,9,1,0,0
37,54872.72,731,8,1,0,0
39,44730.3,678,0,0,0,0
31,62356.57,544,11,1,1,1
47,59582.05,761,15,0,1,0
39,95122.79,728,4,1,0,0
41,19065.73,711,4,1,0,0
44,43597.33,601,13,0,1,0
26,58081.06,836,10,0,1,0
29,48380.79,692,7,0,0,0
18,30650.78,588,12,0,0,1
46,25599.21,575,9,0,0,1
25,73361.99,734,15,0,0,0
41,33575.0,736,7,2,0,0
44,20384.9,642,10,1,1,0
47,75228.58,717,13,0,0,0
25,61666.21,733,0,0,1,0
39,46261.39,691,13,1,0,0
60,31030.45,623,5,2,1,1
60,46317.69,756,10,1,0,1
51,90020.6,747,16,1,0,0
44,21865.17,725,6,0,0,0
27,22426.78,613,5,0,1,0
48,35814.83,573,7,0,1,0
38,48372.08,686,0,1,1,0
46,38248.29,754,18,0,0,0
32,67603.04,763,7,1,1,1
37,84492.41,726,16,0,2,0
41,56352.64,643,6,0,0,0
42,64874.91,615,8,0,0,1
45,56165.04,678,12,2,0,1
33,49254.4,679,2,0,1,1
23,25673.66,768,7,3,2,0
59,29319.38,641,12,1,1,1
69,24947.8,648,6,0,0,0
45,45512.74,844,5,2,1,0
24,55057.81,804,13,0,0,0
30,23750.74,609,15,0,0,1
46,50832.82,797,15,1,0,0
56,31646.78,590,4,0,2,0
25,28721.47,645,5,0,1,0
38,35858.12,654,5,1,0,0
42,27994.46,673,11,0,0,0
50,66391.85,729,2,1,2,0
35,45071.16,688,2,1,1,0
21,73688.87,729,4,0,0,0
47,39271.4,647,3,0,2,0
53,40020.89,709,12,0,1,0
39,125077.81,686,12,0,1,0
44,21773.95,568,5,2,1,0
34,93175.55,718,7,1,1,0
29,112112.94,687,0,0,0,0
52,71891.17,622,5,1,0,0
44,41554.65,646,14,0,1,0
45,100052.57,647,5,0,0,0
58,41736.0,660,2,1,1,1
27,34444.59,820,14,0,2,0
33,40370.95,847,2,0,1,0
41,36860.77,461,15,0,1,0
33,30536.82,719,22,0,1,0
49,85391.68,756,7,0,0,0
37,33298.77,662,14,1,0,1
28,48299.5,754,0,1,1,0
40,23816.03,812,0,2,1,0
42,49781.83,570,4,0,1,0
51,27502.63,690,12,1,0,0
44,27166.97,836,8,0,1,0
45,46413.98,580,7,1,1,1
43,83157.04,670,1,0,1,0
37,61096.32,644,7,1,0,0
31,63231.65,764,4,0,1,0
43,45937.7,775,3,0,2,0
36,41447.38,692,2,2,0,0
60,72807.21,682,8,0,1,0
56,36990.32,542,4,1,0,0
47,74400.44,793,7,0,0,0
44,90941.66,651,0,3,0,1
38,32186.64,668,10,0,0,0
24,34640.45,757,9,2,1,0
37,37315.06,695,6,0,1,1
41,23541.47,760,8,1,0,0
42,38765.99,728,12,2,0,0
45,93969.44,696,0,0,1,0
51,29062.74,704,8,0,0,0
31,95091.8,590,1,1,1,0
31,39469.27,668,8,0,1,0
57,141070.89,766,6,0,0,0
49,34859.94,608,7,1,2,0
35,45615.78,622,12,0,0,0
38,31098.3,609,12,0,2,0
38,34757.46,692,13,0,0,0
40,95711.1,792,6,1,2,0
45,62147.65,723,11,0,1,0
70,81994.62,505,10,0,2,0
42,25392.4,731,6,0,1,0
47,68010.29,644,8,1,2,0
19,30160.2,720,7,2,0,1
34,25118.02,668,14,0,1,0
54,55236.71,611,12,0,0,0
44,54954.96,674,6,0,1,0
18,50345.92,644,5,2,0,1
48,70177.23,704,12,2,1,0
63,75870.5,609,14,2,0,0
18,102218.16,590,9,0,1,1
58,27033.4,738,11,1,2,1
18,103881.71,768,14,0,2,0
51,125637.46,726,7,1,2,0
39,40818.27,628,8,0,0,0
18,21284.92,620,10,0,2,0
45,24544.68,625,5,1,0,0
53,38912.64,751,16,2,2,0
44,134197.89,613,5,0,1,0
47,49441.23,750,8,0,1,0
35,36004.81,730,17,0,0,0
18,34797.43,779,0,0,0,0
48,25302.0,765,9,0,1,0
60,75908.81,723,4,0,0,0
53,46815.31,562,8,0,1,1
18,140072.41,728,1,0,0,0
21,67111.1,689,6,2,0,1
29,74233.3,650,8,1,0,0
20,43431.82,788,9,2,0,0
40,28409.67,667,12,2,0,1
44,31672.67,637,0,1,1,1
22,24720.21,769,7,0,0,0
49,77280.53,647,7,1,0,1
47,40438.7,633,7,0,0,0
33,78924.76,589,8,0,1,0
37,52467.92,614,3,1,0,0
18,42344.37,621,0,0,1,0
36,27315.2,729,9,0,1,0
40,57000.56,598,3,1,0,0
42,43944.53,531,10,0,2,0
44,76963.92,704,3,0,1,0
42,34279.22,629,11,2,1,0
36,66706.25,678,7,0,0,0
43,111348.95,782,8,0,1,0
52,56177.86,685,6,0,1,0
38,72594.59,800,5,1,0,0
43,65247.64,674,6,1,2,0
37,126632.66,760,13,0,1,0
32,59028.77,636,0,2,1,1
46,69562.4,688,4,1,2,0
33,48139.68,605,13,1,0,0
44,33283.12,614,12,0,1,0
40,26793.43,662,14,1,0,0
36,92361.18,573,7,0,2,0
36,29608.61,692,1,1,1,0
33,71177.52,655,2,1,1,0
20,60355.56,698,6,0,0,0
44,77566.64,574,11,0,0,0
42,37897.64,736,6,0,1,0
50,33012.28,815,6,0,0,0
33,59230.15,798,9,0,0,0
62,42354.47,832,8,1,1,0
35,26489.03,683,5,0,0,0
29,129218.85,651,2,1,1,0
28,33001.09,719,12,2,1,0
19,29827.43,660,13,1,1,1
58,43431.15,540,2,1,1,1
56,91713.91,745,5,0,0,0
47,16591.28,661,11,0,0,0
29,87986.78,562,2,0,0,1
61,31078.24,639,9,0,1,0
35,55952.74,663,6,1,0,1
36,34961.28,680,1,2,2,0
57,132714.89,681,16,0,0,0
47,52172.46,789,6,2,2,0
66,34404.9,576,10,0,0,0
42,42169.58,667,2,1,1,0
35,51267.82,609,15,0,2,1
32,53575.03,780,17,0,0,0
18,61045.9,635,0,1,2,0
36,48986.39,652,7,1,0,0
53,24622.57,763,14,0,0,0
47,41351.59,785,5,2,2,0
40,66391.82,797,10,1,0,0
28,35068.5,548,0,0,0,1
42,68623.52,718,4,0,0,0
52,49804.42,701,9,1,2,0
45,43964.15,675,5,0,1,0
42,89060.57,685,6,1,0,0
30,20556.54,782,0,0,0,0
50,34973.28,763,11,0,1,0
18,90781.82,751,1,1,1,1
44,122396.93,696,15,0,0,0
70,153736.63,850,4,0,0,0
21,50270.7,647,12,0,1,0
37,61632.75,550,11,0,0,0
39,73770.48,658,3,1,1,0
34,92738.38,684,5,1,1,0
52,57328.09,784,5,0,1,0
45,77891.68,639,6,0,1,0
41,61690.6,719,1,1,1,0
49,63647.29,561,10,0,1,1
40,30971.27,766,4,1,1,0
78,41580.77,685,7,2,1,0
41,37745.27,657,13,0,0,0
42,27052.98,850,10,0,1,0
19,21465.4,765,4,0,0,0
33,39663.48,596,13,0,0,0
53,42961.47,671,11,0,0,0
23,51664.11,850,4,1,2,0
18,64722.81,838,5,0,1,0
40,53855.57,753,13,0,1,0
56,43111.47,532,11,0,1,1
40,31021.53,786,0,0,0,0
35,76003.49,629,2,1,0,0
18,46587.56,785,11,0,0,0
45,39462.46,622,2,1,0,0
47,44657.29,719,12,0,2,0
18,33983.41,628,17,0,0,0
53,37596.38,650,9,0,1,0
49,37003.61,729,3,1,0,1
53,42460.58,574,8,0,0,1
47,68041.8,850,13,0,0,0
47,60087.44,597,8,0,2,0
46,106230.73,593,10,0,0,0
50,89847.09,730,4,1,0,0
18,130380.31,783,4,1,0,0
21,64833.6,654,12,1,0,0
31,64315.29,594,4,1,1,0
38,38418.41,606,0,1,2,0
44,74087.9,597,6,0,0,0
43,35310.71,704,9,1,0,0
53,23500.39,674,13,1,1,0
53,105151.95,714,16,1,0,0
29,26249.68,709,8,1,0,0
42,61048.62,745,11,0,0,0
29,31565.95,647,8,1,1,0
37,86105.95,620,9,2,2,1
43,92177.84,692,7,0,0,0
18,63868.97,675,9,2,0,1
68,91416.6,700,4,1,1,0
46,49200.97,623,17,0,0,0
32,149804.64,731,0,1,0,0
63,71188.22,585,10,1,0,1
35,31248.42,644,9,0,0,0
41,50756.93,770,9,1,0,0
34,45421.87,589,2,2,0,0
59,43251.53,764,0,2,2,1
38,21406.08,567,11,1,0,0
41,59482.19,553,14,1,1,0
54,24517.04,560,9,0,1,0
47,13867.4,689,12,1,2,0
39,41274.21,738,5,1,1,0
53,33592.33,783,9,0,1,0
70,31863.98,777,14,1,0,0
43,10388.47,749,6,3,0,0
41,32034.82,613,13,1,0,1
42,44944.29,612,0,1,1,1
55,35700.61,743,4,0,0,0
32,59496.44,793,10,2,0,0
36,98354.18,597,17,1,0,0
21,63461.18,783,8,1,1,0
25,81895.32,526,2,0,0,0
33,85354.06,711,17,0,1,0
39,29453.55,671,7,1,1,0
61,61056.65,663,11,0,2,0
46,80626.18,682,6,0,2,0
29,39419.65,611,8,0,0,1
31,33013.99,715,5,0,0,0
56,63908.22,684,19,0,0,0
53,23369.47,754,13,0,2,0
40,28452.68,807,16,0,0,0
34,35123.36,690,4,0,0,0
53,61405.65,614,0,0,0,1
28,54691.1,588,6,0,0,0
44,82140.41,815,20,1,0,0
67,30917.11,805,6,0,1,0
42,30099.49,750,13,0,1,0
30,63701.03,684,2,2,2,1
44,32881.54,745,3,0,2,1
34,36251.94,784,7,0,1,0
23,19372.65,630,18,0,0,1
48,56693.96,682,13,0,0,0
53,105941.81,591,0,0,0,0
36,29300.37,669,11,0,1,0
35,81703.47,803,2,0,0,0
28,47586.33,766,4,0,0,0
38,20278.02,690,10,0,0,0
33,31339.56,464,14,0,0,1
27,30386.88,627,14,1,0,0
62,41845.36,688,9,0,0,0
45,60461.2,662,9,1,0,0
46,123557.44,682,14,0,2,0
50,23966.85,699,0,1,1,0
49,38469.13,637,17,0,0,0
35,31319.92,679,4,1,1,0
43,26004.12,668,9,1,1,0
36,51416.98,623,5,0,0,0
45,49057.09,827,2,0,1,0
44,19793.3,641,10,0,0,0
35,49467.7,499,9,1,1,0
24,26830.7,822,7,0,0,0
41,49311.56,612,7,1,0,0
37,92480.05,751,15,1,1,0
18,61792.3,625,18,1,1,1
46,53570.75,725,14,1,1,0
51,37632.27,676,9,1,2,1
70,50687.46,760,0,1,0,0
35,64966.51,662,11,0,2,0
33,61826.24,627,11,1,0,0
26,46648.25,700,11,0,0,0
42,54649.11,649,2,0,0,0
42,25380.06,525,12,0,0,1
30,33956.37,631,15,1,0,1
37,69827.27,850,3,0,1,0
18,74683.65,534,11,0,0,0
51,51369.47,699,3,0,2,0
30,102691.32,660,7,2,2,0
39,63196.85,826,3,0,2,0
22,43627.21,591,6,1,1,1
33,26638.79,688,6,0,0,0
36,100646.19,734,10,1,2,0
39,72053.11,665,12,2,0,0
45,120469.96,618,14,2,0,0
57,144845.61,678,4,1,1,0
48,25758.75,655,9,0,1,0
51,25792.35,655,2,2,0,0
57,11712.36,754,7,0,0,0
46,77589.01,712,8,1,0,0
39,68066.56,724,3,0,0,0
52,51476.95,706,10,1,0,0
52,26553.94,756,7,1,2,0
47,46886.41,784,8,1,1,0
22,53763.64,657,14,1,0,1
29,72501.52,745,5,3,0,0
36,56189.96,576,12,1,2,0
49,68316.09,499,15,0,1,0
39,46070.8,826,14,2,1,0
53,88498.51,653,7,0,2,0
55,67229.34,700,3,0,2,0
54,27079.53,581,4,0,0,0
54,98185.14,578,0,0,1,0
27,90471.1,622,11,2,1,0
45,61866.7,731,11,0,2,0
32,56407.58,638,8,0,0,0
20,112342.31,653,1,0,1,1
36,21662.62,620,6,1,0,1
55,91181.95,773,14,0,0,0
45,38634.33,749,11,0,1,0
64,84760.82,641,11,1,0,0
42,52061.86,734,24,0,1,0
69,26331.92,660,9,1,0,1
42,38243.93,652,0,0,2,0
40,81704.51,676,2,1,1,0
24,44130.04,731,9,1,1,0
53,35927.46,608,8,0,1,0
33,35807.55,720,7,0,1,1
32,67583.81,850,7,0,0,0
55,117632.13,694,4,0,1,0
53,16807.13,682,9,0,2,0
53,198857.19,673,14,0,0,0
35,54277.94,718,16,0,0,0
39,65520.09,551,16,0,0,0
39,39413.71,816,3,0,0,0
49,48934.72,758,7,1,1,0
58,53973.93,628,6,1,0,0
44,29011.63,682,10,0,0,0
63,32766.41,635,7,0,0,0
50,88635.15,703,6,1,1,0
37,22557.58,684,15,2,0,0
49,61115.42,698,8,0,1,0
60,40730.87,597,8,0,1,0
63,30322.53,641,10,1,1,1
54,131395.34,771,11,0,2,0
40,30416.75,637,11,0,1,0
37,27860.05,468,15,1,0,1
46,44645.72,667,1,1,2,1
60,33380.28,850,9,0,1,0
45,49177.44,747,7,0,2,0
45,52981.58,633,6,1,2,1
40,55123.37,675,11,0,0,0
36,46076.33,734,14,0,0,0
38,34507.06,539,5,1,1,1
41,67622.87,611,16,2,0,0
60,46358.21,711,0,1,0,0
37,38261.19,807,10,1,2,0
40,102744.11,644,3,1,1,0
29,46135.78,805,4,0,0,0
48,84625.7,619,8,0,0,1
56,90528.43,409,6,0,1,1
59,93324.36,739,0,0,2,0
42,69256.96,723,11,1,2,0
46,49005.28,738,11,0,0,0
38,47475.98,735,7,0,0,0
46,43388.08,695,6,1,2,0
43,16589.95,659,6,1,2,0
40,70221.05,662,0,1,0,1
41,55394.34,643,0,0,0,0
45,74069.72,647,12,0,1,0
36,46235.32,535,13,0,0,1
37,68351.08,582,10,0,1,1
60,24618.33,666,9,1,0,0
72,27319.81,500,11,1,1,1
25,14212.74,519,11,0,0,1
24,45836.01,653,4,0,0,0
28,33314.14,669,9,0,0,0
38,31204.23,654,6,0,0,0
50,57949.44,489,6,0,1,1
47,39626.22,804,13,1,0,0
42,23943.56,565,15,0,0,0
46,174972.38,614,0,0,1,0
31,48122.0,579,6,2,1,1
37,28521.64,783,6,0,1,0
39,35069.33,713,13,0,0,0
20,44955.51,642,0,4,2,1
26,44908.26,636,0,0,2,1
26,94003.02,694,12,1,0,0
49,47112.09,580,12,0,1,0
42,123946.35,710,0,2,1,0
47,39489.44,636,7,0,2,0
18,60670.81,721,15,0,2,0
22,81714.77,718,2,0,0,0
47,89105.48,632,8,2,0,0
18,94460.41,515,10,1,2,1
54,42787.19,660,0,1,0,0
18,48886.44,564,5,1,1,1
50,14189.94,686,0,1,0,0
29,44444.43,659,7,3,0,0
52,84594.72,632,4,0,0,1
78,76758.41,576,9,0,0,1
18,46946.15,774,11,0,0,0
48,114642.02,643,14,1,1,0
18,40457.1,850,19,0,1,0
45,34266.73,682,9,1,1,1
37,38790.05,708,6,0,1,0
41,27966.64,683,6,2,0,1
29,66916.28,707,3,1,1,0
49,56626.98,767,10,0,0,0
22,66502.16,768,5,0,0,0
54,39847.48,538,10,0,0,1
35,47617.88,748,3,2,2,0
23,16494.64,719,5,0,0,0
59,59166.62,682,10,0,0,0
39,51504.31,817,7,3,0,0
62,28275.08,820,0,1,0,0
54,46521.56,752,7,0,0,0
30,43091.25,636,3,0,0,0
38,118439.31,584,13,0,0,0
41,28837.63,740,12,0,0,0
58,57856.04,788,0,0,1,0
45,28413.39,517,12,0,1,1
42,37088.54,766,9,1,2,0
37,56297.73,659,0,0,0,0
39,44104.56,535,12,1,0,1
55,48874.18,717,1,0,2,0
40,57893.54,752,13,1,1,0
35,38298.09,651,4,0,0,0
33,76272.92,595,0,0,0,0
33,42077.15,816,18,0,1,0
23,46687.06,626,0,0,2,0
30,58727.05,772,3,2,0,1
57,54912.71,558,4,0,0,0
37,67650.77,713,5,0,1,0
48,57439.2,711,11,2,0,0
18,61976.8,749,8,1,1,0
46,41660.71,799,13,1,0,0
38,28727.62,614,9,1,0,0
34,24008.92,721,0,1,1,0
42,21261.32,570,10,0,2,0
34,118345.47,569,9,0,1,0
18,16213.72,633,4,1,1,0
51,89041.85,712,18,2,1,0
42,32518.53,814,11,0,1,0
36,88718.21,828,12,1,0,0
28,16296.9,651,12,0,1,1
22,43584.33,704,5,0,1,0
42,101418.64,755,11,0,2,1
59,70024.8,741,9,1,0,1
42,41413.71,666,5,3,2,1
23,18555.31,686,1,0,1,0
42,25304.96,671,8,0,0,0
39,98181.55,663,10,1,2,0
50,41187.06,652,8,0,0,0
47,47291.6,670,7,2,2,0
18,56487.1,647,8,2,1,0
46,25554.8,589,6,1,1,0
27,60092.79,749,15,1,1,0
22,39743.13,721,9,0,2,0
37,56775.0,830,5,1,2,0
44,36716.24,709,0,2,0,0
20,22324.54,646,7,0,1,0
48,39589.28,629,5,0,1,1
49,67534.16,683,4,0,0,0
40,59696.58,724,12,0,0,0
29,49784.82,660,8,0,1,0
28,76808.14,562,0,0,1,0
52,44276.22,620,11,1,0,0
21,50419.75,681,0,0,2,0
52,38565.62,739,11,0,0,0
38,79087.41,561,5,0,2,0
38,56713.31,701,8,0,0,0
19,37105.52,697,7,1,2,0
38,23283.15,643,7,1,0,0
47,85176.48,633,9,0,0,0
23,33791.6,621,8,1,0,1
45,50819.34,691,17,0,1,0
41,158942.83,770,9,0,0,0
32,73185.66,775,9,1,1,0
50,109707.7,590,4,0,1,0
18,37456.58,665,9,2,1,0
44,83741.35,504,2,0,0,1
59,49678.85,688,13,1,0,0
57,58865.38,727,0,0,1,0
44,134648.22,805,3,1,1,0
36,42645.5,537,0,0,0,1
32,49495.01,592,10,0,1,0
